0, 6.0029, 6.00, 6.00, 0.28, 21171520
1, 0.0695, 0.07, 0.07, 0.00, 22228264
2, 0.0787, 0.08, 0.08, 0.00, 25164544
3, 0.0883, 0.09, 0.09, 0.00, 28262376
4, 0.0702, 0.07, 0.07, 0.00, 22466320
5, 0.0893, 0.09, 0.09, 0.00, 28590688
6, 0.0659, 0.07, 0.07, 0.00, 21077192
7, 0.0886, 0.09, 0.09, 0.00, 28334040
8, 0.0567, 0.06, 0.06, 0.00, 18167712
9, 0.0718, 0.07, 0.07, 0.00, 22965528
10, 0.0735, 0.07, 0.07, 0.00, 23501456
11, 0.0538, 0.05, 0.05, 0.00, 17225160
12, 0.0578, 0.06, 0.06, 0.00, 18502088
13, 0.0473, 0.05, 0.05, 0.00, 15140824
14, 0.0919, 0.09, 0.09, 0.00, 29402552
15, 0.0293, 0.03, 0.03, 0.00, 9361104
16, 0.0972, 0.10, 0.10, 0.00, 31127904
17, 0.0454, 0.05, 0.05, 0.00, 14543744
18, 0.0538, 0.05, 0.05, 0.00, 17202592
19, 0.0608, 0.06, 0.06, 0.00, 19463960
20, 0.0844, 0.08, 0.08, 0.00, 27001400
21, 0.0859, 0.09, 0.09, 0.00, 27492048
22, 0.0647, 0.06, 0.06, 0.00, 20693472
23, 0.0610, 0.06, 0.06, 0.00, 19519448
24, 0.0676, 0.07, 0.07, 0.00, 21633064
25, 0.0545, 0.05, 0.05, 0.00, 17426832
26, 0.0944, 0.09, 0.09, 0.00, 30214312
27, 0.0877, 0.09, 0.09, 0.00, 28065888
28, 0.0303, 0.03, 0.03, 0.00, 9704864
29, 0.0503, 0.05, 0.05, 0.00, 16097504
30, 0.0315, 0.03, 0.03, 0.00, 10091096
31, 0.0736, 0.07, 0.07, 0.00, 23556120
32, 0.0265, 0.03, 0.03, 0.00, 8485240
33, 0.0526, 0.05, 0.05, 0.00, 16837792
34, 0.0874, 0.09, 0.09, 0.00, 27982872
35, 0.0968, 0.10, 0.10, 0.00, 30971720
36, 0.0834, 0.08, 0.08, 0.00, 26675760
37, 0.0355, 0.04, 0.04, 0.00, 11368416
38, 0.0902, 0.09, 0.09, 0.00, 28880288
39, 0.0903, 0.09, 0.09, 0.00, 28882088
40, 0.0984, 0.10, 0.10, 0.00, 31486840
41, 0.0605, 0.06, 0.06, 0.00, 19366592
42, 0.0849, 0.08, 0.08, 0.00, 27179800
43, 0.0851, 0.09, 0.09, 0.00, 27221856
44, 0.0596, 0.06, 0.06, 0.00, 19075504
45, 0.0640, 0.06, 0.06, 0.00, 20491456
46, 0.0835, 0.08, 0.08, 0.00, 26732696
47, 0.0759, 0.08, 0.08, 0.00, 24293104
48, 0.0339, 0.03, 0.03, 0.00, 10838584
49, 0.0790, 0.08, 0.08, 0.00, 25295176
50, 0.0730, 0.07, 0.07, 0.00, 23358104
51, 0.0686, 0.07, 0.07, 0.00, 21968472
52, 0.0358, 0.04, 0.04, 0.00, 11440472
53, 0.0653, 0.07, 0.07, 0.00, 20896952
54, 0.0959, 0.10, 0.10, 0.00, 30672048
55, 0.0819, 0.08, 0.08, 0.00, 26206768
